Mes,Tarifa,Segmento,Unidades,Concepto,Division,Int. Horario,Cargos tarifarios
octubre 2020,RAMT,Generacion,$/kWh,Energia,Centro Sur,NA,0.5912
octubre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,B,0.7212
octubre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,I,1.2918
octubre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,P,1.5357
octubre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Centro Sur,B,0.7503
octubre 2020,DIT,Generacion,$/kWh,Energia,Centro Sur,I,1.3405
octubre 2020,DIT,Generacion,$/kWh,Energia,Centro Sur,P,1.5855
octubre 2020,DIT,Generacion,$/kWh,Energia,Centro Sur,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Golfo Centro,NA,0.6012
octubre 2020,DB2,Generacion,$/kWh,Energia,Golfo Centro,NA,0.6041
octubre 2020,PDBT,Generacion,$/kWh,Energia,Golfo Centro,NA,1.3078
octubre 2020,GDBT,Generacion,$/kWh,Energia,Golfo Centro,NA,1.1928
octubre 2020,RABT,Generacion,$/kWh,Energia,Golfo Centro,NA,0.6004
octubre 2020,APBT,Generacion,$/kWh,Energia,Golfo Centro,NA,1.0288
octubre 2020,APMT,Generacion,$/kWh,Energia,Golfo Centro,NA,0.8792
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,B,0.6532
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,I,1.2135
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,P,1.4313
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Golfo Centro,NA,0.9407
octubre 2020,RAMT,Generacion,$/kWh,Energia,Golfo Centro,NA,0.5789
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,B,0.6749
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,I,1.1796
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,P,1.3515
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Centro,B,0.7140
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Centro,I,1.3247
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Centro,P,1.4512
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Centro,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Golfo Norte,NA,0.5884
octubre 2020,DB2,Generacion,$/kWh,Energia,Golfo Norte,NA,0.5884
octubre 2020,PDBT,Generacion,$/kWh,Energia,Golfo Norte,NA,1.1535
octubre 2020,GDBT,Generacion,$/kWh,Energia,Golfo Norte,NA,0.9640
octubre 2020,RABT,Generacion,$/kWh,Energia,Golfo Norte,NA,0.5876
octubre 2020,APBT,Generacion,$/kWh,Energia,Golfo Norte,NA,0.9630
octubre 2020,APMT,Generacion,$/kWh,Energia,Golfo Norte,NA,0.7696
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,B,0.6701
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,I,1.1273
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,P,1.2368
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Golfo Norte,NA,0.8683
octubre 2020,RAMT,Generacion,$/kWh,Energia,Golfo Norte,NA,0.5598
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,B,0.6502
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,I,1.1095
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,P,1.2176
octubre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Norte,B,0.5830
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Norte,I,1.0751
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Norte,P,1.1329
octubre 2020,DIT,Generacion,$/kWh,Energia,Golfo Norte,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Jalisco,NA,0.6312
octubre 2020,DB2,Generacion,$/kWh,Energia,Jalisco,NA,0.6327
octubre 2020,PDBT,Generacion,$/kWh,Energia,Jalisco,NA,1.4183
octubre 2020,GDBT,Generacion,$/kWh,Energia,Jalisco,NA,1.0549
octubre 2020,RABT,Generacion,$/kWh,Energia,Jalisco,NA,0.6223
octubre 2020,APBT,Generacion,$/kWh,Energia,Jalisco,NA,1.1929
octubre 2020,APMT,Generacion,$/kWh,Energia,Jalisco,NA,0.9606
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Jalisco,B,0.6642
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Jalisco,I,1.3092
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Jalisco,P,1.4928
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Jalisco,NA,0.9885
octubre 2020,RAMT,Generacion,$/kWh,Energia,Jalisco,NA,0.5890
octubre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,B,0.7150
octubre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,I,1.2766
octubre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,P,1.5370
octubre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Jalisco,B,0.6388
octubre 2020,DIT,Generacion,$/kWh,Energia,Jalisco,I,1.2299
octubre 2020,DIT,Generacion,$/kWh,Energia,Jalisco,P,1.4071
octubre 2020,DIT,Generacion,$/kWh,Energia,Jalisco,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Noroeste,NA,0.5746
octubre 2020,DB2,Generacion,$/kWh,Energia,Noroeste,NA,0.5744
octubre 2020,PDBT,Generacion,$/kWh,Energia,Noroeste,NA,1.1220
octubre 2020,GDBT,Generacion,$/kWh,Energia,Noroeste,NA,1.0777
octubre 2020,RABT,Generacion,$/kWh,Energia,Noroeste,NA,0.5719
octubre 2020,APBT,Generacion,$/kWh,Energia,Noroeste,NA,0.9513
octubre 2020,APMT,Generacion,$/kWh,Energia,Noroeste,NA,0.8230
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Noroeste,B,0.6283
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Noroeste,I,1.1021
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Noroeste,P,1.2388
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Noroeste,NA,0.8975
octubre 2020,RAMT,Generacion,$/kWh,Energia,Noroeste,NA,0.5558
octubre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,B,0.6499
octubre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,I,1.0568
octubre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,P,1.2568
octubre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Noroeste,B,0.5620
octubre 2020,DIT,Generacion,$/kWh,Energia,Noroeste,I,0.9881
octubre 2020,DIT,Generacion,$/kWh,Energia,Noroeste,P,1.0986
octubre 2020,DIT,Generacion,$/kWh,Energia,Noroeste,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Norte,NA,0.6027
octubre 2020,DB2,Generacion,$/kWh,Energia,Norte,NA,0.5929
octubre 2020,PDBT,Generacion,$/kWh,Energia,Norte,NA,1.0055
octubre 2020,GDBT,Generacion,$/kWh,Energia,Norte,NA,1.1304
octubre 2020,RABT,Generacion,$/kWh,Energia,Norte,NA,0.5928
octubre 2020,APBT,Generacion,$/kWh,Energia,Norte,NA,1.0129
octubre 2020,APMT,Generacion,$/kWh,Energia,Norte,NA,0.8499
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Norte,B,0.6704
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Norte,I,1.1590
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Norte,P,1.3832
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Norte,NA,0.8482
octubre 2020,RAMT,Generacion,$/kWh,Energia,Norte,NA,0.5701
octubre 2020,DIST,Generacion,$/kWh,Energia,Norte,B,0.6302
octubre 2020,DIST,Generacion,$/kWh,Energia,Norte,I,1.1069
octubre 2020,DIST,Generacion,$/kWh,Energia,Norte,P,1.3246
octubre 2020,DIST,Generacion,$/kWh,Energia,Norte,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Norte,B,0.6327
octubre 2020,DIT,Generacion,$/kWh,Energia,Norte,I,1.1026
octubre 2020,DIT,Generacion,$/kWh,Energia,Norte,P,1.2774
octubre 2020,DIT,Generacion,$/kWh,Energia,Norte,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Oriente,NA,0.6135
octubre 2020,DB2,Generacion,$/kWh,Energia,Oriente,NA,0.6169
octubre 2020,PDBT,Generacion,$/kWh,Energia,Oriente,NA,1.1448
octubre 2020,GDBT,Generacion,$/kWh,Energia,Oriente,NA,0.9342
octubre 2020,RABT,Generacion,$/kWh,Energia,Oriente,NA,0.6099
octubre 2020,APBT,Generacion,$/kWh,Energia,Oriente,NA,1.1181
octubre 2020,APMT,Generacion,$/kWh,Energia,Oriente,NA,0.9287
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Oriente,B,0.5955
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Oriente,I,1.1665
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Oriente,P,1.3298
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Oriente,NA,0.9151
octubre 2020,RAMT,Generacion,$/kWh,Energia,Oriente,NA,0.5826
octubre 2020,DIST,Generacion,$/kWh,Energia,Oriente,B,0.6488
octubre 2020,DIST,Generacion,$/kWh,Energia,Oriente,I,1.2502
octubre 2020,DIST,Generacion,$/kWh,Energia,Oriente,P,1.4249
octubre 2020,DIST,Generacion,$/kWh,Energia,Oriente,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Oriente,B,0.7168
octubre 2020,DIT,Generacion,$/kWh,Energia,Oriente,I,1.2590
octubre 2020,DIT,Generacion,$/kWh,Energia,Oriente,P,1.4947
octubre 2020,DIT,Generacion,$/kWh,Energia,Oriente,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Peninsular,NA,0.6569
octubre 2020,DB2,Generacion,$/kWh,Energia,Peninsular,NA,0.6506
octubre 2020,PDBT,Generacion,$/kWh,Energia,Peninsular,NA,1.4791
octubre 2020,GDBT,Generacion,$/kWh,Energia,Peninsular,NA,1.5329
octubre 2020,RABT,Generacion,$/kWh,Energia,Peninsular,NA,0.6502
octubre 2020,APBT,Generacion,$/kWh,Energia,Peninsular,NA,1.2877
octubre 2020,APMT,Generacion,$/kWh,Energia,Peninsular,NA,1.0554
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Peninsular,B,0.8425
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Peninsular,I,1.5260
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Peninsular,P,1.7210
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Peninsular,NA,1.2481
octubre 2020,RAMT,Generacion,$/kWh,Energia,Peninsular,NA,0.6162
octubre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,B,0.7524
octubre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,I,1.3952
octubre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,P,1.5374
octubre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Peninsular,B,0.7403
octubre 2020,DIT,Generacion,$/kWh,Energia,Peninsular,I,1.3789
octubre 2020,DIT,Generacion,$/kWh,Energia,Peninsular,P,1.4853
octubre 2020,DIT,Generacion,$/kWh,Energia,Peninsular,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Sureste,NA,0.6267
octubre 2020,DB2,Generacion,$/kWh,Energia,Sureste,NA,0.6216
octubre 2020,PDBT,Generacion,$/kWh,Energia,Sureste,NA,1.2465
octubre 2020,GDBT,Generacion,$/kWh,Energia,Sureste,NA,1.0518
octubre 2020,RABT,Generacion,$/kWh,Energia,Sureste,NA,0.6176
octubre 2020,APBT,Generacion,$/kWh,Energia,Sureste,NA,1.1650
octubre 2020,APMT,Generacion,$/kWh,Energia,Sureste,NA,0.9905
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Sureste,B,0.6617
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Sureste,I,1.2645
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Sureste,P,1.4374
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Sureste,NA,0.8779
octubre 2020,RAMT,Generacion,$/kWh,Energia,Sureste,NA,0.5928
octubre 2020,DIST,Generacion,$/kWh,Energia,Sureste,B,0.6886
octubre 2020,DIST,Generacion,$/kWh,Energia,Sureste,I,1.2736
octubre 2020,DIST,Generacion,$/kWh,Energia,Sureste,P,1.4956
octubre 2020,DIST,Generacion,$/kWh,Energia,Sureste,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Sureste,B,0.5826
octubre 2020,DIT,Generacion,$/kWh,Energia,Sureste,I,1.1184
octubre 2020,DIT,Generacion,$/kWh,Energia,Sureste,P,1.2455
octubre 2020,DIT,Generacion,$/kWh,Energia,Sureste,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,0.6447
octubre 2020,DB2,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,0.6439
octubre 2020,PDBT,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,1.4055
octubre 2020,GDBT,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,1.4714
octubre 2020,RABT,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,0.6327
octubre 2020,APBT,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,1.2701
octubre 2020,APMT,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,0.9396
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.7404
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.3253
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.5740
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,1.1339
octubre 2020,RAMT,Generacion,$/kWh,Energia,Valle de Mexico Centro,NA,0.5854
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.7565
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.4108
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.6160
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.7565
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.4194
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.5868
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,0.6725
octubre 2020,DB2,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,0.6717
octubre 2020,PDBT,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,1.3050
octubre 2020,GDBT,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,1.5719
octubre 2020,RABT,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,0.6607
octubre 2020,APBT,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,1.4635
octubre 2020,APMT,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,0.8875
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.7380
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,1.3150
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.5638
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,1.1048
octubre 2020,RAMT,Generacion,$/kWh,Energia,Valle de Mexico Norte,NA,0.5846
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.5133
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,1.0079
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.1548
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.4605
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,0.9023
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.0134
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,SP,0.0000
octubre 2020,DB1,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,0.6806
octubre 2020,DB2,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,0.6797
octubre 2020,PDBT,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,1.3308
octubre 2020,GDBT,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,1.6568
octubre 2020,RABT,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,0.6686
octubre 2020,APBT,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,1.5203
octubre 2020,APMT,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,0.9479
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.7469
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.3339
octubre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.5865
octubre 2020,GDMTO,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,1.1456
octubre 2020,RAMT,Generacion,$/kWh,Energia,Valle de Mexico Sur,NA,0.5867
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.7465
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.3277
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.5855
octubre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,SP,0.0000
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.7597
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.4162
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.5927
octubre 2020,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,SP,0.0000
octubre 2020,DB1,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Baja California,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Baja California,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Bajio,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Bajio,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Centro Sur,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,RAMT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,DIST,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679
octubre 2020,DIT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.0737
octubre 2020,DB1,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,DB2,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,PDBT,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,GDBT,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,RABT,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,APBT,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,APMT,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,GDMTH,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
octubre 2020,GDMTO,Transmision,$/kWh,Energia,Jalisco,NA,0.1679
