Mes,Tarifa,Segmento,Unidades,Concepto,Division,Int. Horario,Cargos tarifarios
febrero 2020,PDBT,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,GDBT,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,RABT,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,APBT,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,APMT,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,GDMTH,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,GDMTO,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,RAMT,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,DIST,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,DIT,SCnMEM,$/kWh,Energia,Norte,NA,0.0056
febrero 2020,DB1,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,DB2,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,PDBT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,GDBT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,RABT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,APBT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,APMT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,GDMTH,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,GDMTO,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,RAMT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,DIST,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,DIT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056
febrero 2020,DB1,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,DB2,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,PDBT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,GDBT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,RABT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,APBT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,APMT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,GDMTH,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,GDMTO,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,RAMT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,DIST,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,DIT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056
febrero 2020,DB1,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,DB2,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,PDBT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,GDBT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,RABT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,APBT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,APMT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,GDMTH,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,GDMTO,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,RAMT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,DIST,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,DIT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056
febrero 2020,DB1,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,DB2,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,PDBT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,GDBT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,RABT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,APBT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,APMT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,GDMTO,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,RAMT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056
febrero 2020,DB1,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,DB2,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,PDBT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,GDBT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,RABT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,APBT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,APMT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,GDMTO,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,RAMT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056
febrero 2020,DB1,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,DB2,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,PDBT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,GDBT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,RABT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,APBT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,APMT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,GDMTO,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,RAMT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
febrero 2020,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056
marzo 2020,DB1,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Baja California,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Bajio,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Jalisco,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Noroeste,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Norte,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Oriente,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Peninsular,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Sureste,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0080
marzo 2020,DB1,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,DB2,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,PDBT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,GDBT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,RABT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,APBT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,APMT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,GDMTO,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,RAMT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,DIST,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,DIT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0080
marzo 2020,DB1,Distribucion,$/kWh,Energia,Baja California,NA,0.7156
marzo 2020,DB2,Distribucion,$/kWh,Energia,Baja California,NA,0.8154
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Baja California,NA,0.6549
marzo 2020,RABT,Distribucion,$/kWh,Energia,Baja California,NA,0.6549
marzo 2020,APBT,Distribucion,$/kWh,Energia,Baja California,NA,0.6549
marzo 2020,DB1,Distribucion,$/kWh,Energia,Baja California Sur,NA,0.7156
marzo 2020,DB2,Distribucion,$/kWh,Energia,Baja California Sur,NA,0.8154
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Baja California Sur,NA,0.6549
marzo 2020,RABT,Distribucion,$/kWh,Energia,Baja California Sur,NA,0.6549
marzo 2020,APBT,Distribucion,$/kWh,Energia,Baja California Sur,NA,0.6549
marzo 2020,DB1,Distribucion,$/kWh,Energia,Bajio,NA,1.1202
marzo 2020,DB2,Distribucion,$/kWh,Energia,Bajio,NA,0.9600
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Bajio,NA,0.9130
marzo 2020,RABT,Distribucion,$/kWh,Energia,Bajio,NA,0.9130
marzo 2020,APBT,Distribucion,$/kWh,Energia,Bajio,NA,0.9130
marzo 2020,DB1,Distribucion,$/kWh,Energia,Centro Occidente,NA,1.5059
marzo 2020,DB2,Distribucion,$/kWh,Energia,Centro Occidente,NA,1.2905
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Centro Occidente,NA,1.2273
marzo 2020,RABT,Distribucion,$/kWh,Energia,Centro Occidente,NA,1.2273
marzo 2020,APBT,Distribucion,$/kWh,Energia,Centro Occidente,NA,1.2273
marzo 2020,DB1,Distribucion,$/kWh,Energia,Centro Oriente,NA,1.4014
marzo 2020,DB2,Distribucion,$/kWh,Energia,Centro Oriente,NA,1.2010
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Centro Oriente,NA,1.1422
marzo 2020,RABT,Distribucion,$/kWh,Energia,Centro Oriente,NA,1.1422
marzo 2020,APBT,Distribucion,$/kWh,Energia,Centro Oriente,NA,1.1422
marzo 2020,DB1,Distribucion,$/kWh,Energia,Centro Sur,NA,1.5811
marzo 2020,DB2,Distribucion,$/kWh,Energia,Centro Sur,NA,1.3550
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Centro Sur,NA,1.2887
marzo 2020,RABT,Distribucion,$/kWh,Energia,Centro Sur,NA,1.2887
marzo 2020,APBT,Distribucion,$/kWh,Energia,Centro Sur,NA,1.2887
marzo 2020,DB1,Distribucion,$/kWh,Energia,Golfo Centro,NA,1.0894
marzo 2020,DB2,Distribucion,$/kWh,Energia,Golfo Centro,NA,0.8823
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Golfo Centro,NA,1.0936
marzo 2020,RABT,Distribucion,$/kWh,Energia,Golfo Centro,NA,1.0936
marzo 2020,APBT,Distribucion,$/kWh,Energia,Golfo Centro,NA,1.0936
marzo 2020,DB1,Distribucion,$/kWh,Energia,Golfo Norte,NA,0.7926
marzo 2020,DB2,Distribucion,$/kWh,Energia,Golfo Norte,NA,0.6419
marzo 2020,PDBT,Distribucion,$/kWh,Energia,Golfo Norte,NA,0.7956
marzo 2020,RABT,Distribucion,$/kWh,Energia,Golfo Norte,NA,0.7956
marzo 2020,APBT,Distribucion,$/kWh,Energia,Golfo Norte,NA,0.7956
marzo 2020,DB1,Distribucion,$/kWh,Energia,Jalisco,NA,1.6059
