Mes,Tarifa,Segmento,Unidades,Concepto,Division,Int. Horario,Cargos Tarifarios,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,B,1.68,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,I,2.1795,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,P,3.1415,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Bajio,B,0.6976,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Bajio,I,1.3612,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Bajio,P,1.5729,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Bajio,B,0.7302,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Bajio,I,1.2937,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Bajio,P,1.564,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Bajio,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,B,0.6957,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,I,1.3633,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,P,1.5553,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Occidente,B,0.6988,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Occidente,I,1.2433,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Occidente,P,1.4917,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Occidente,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,B,0.6936,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,I,1.3641,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,P,1.5599,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Oriente,B,0.6858,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Oriente,I,1.2762,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Oriente,P,1.4595,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Oriente,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Sur,B,0.6251,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Sur,I,1.2246,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Centro Sur,P,1.4068,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,B,0.7214,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,I,1.2922,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,P,1.5361,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Centro Sur,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,B,0.6534,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,I,1.2138,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,P,1.4317,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,B,0.6751,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,I,1.18,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,P,1.3519,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Centro,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,B,0.6703,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,I,1.1276,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,P,1.2371,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,B,0.6504,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,I,1.1098,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,P,1.2179,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Golfo Norte,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Jalisco,B,0.6644,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Jalisco,I,1.3096,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Jalisco,P,1.4932,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,B,0.7152,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,I,1.2769,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,P,1.5374,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Jalisco,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Noroeste,B,0.6285,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Noroeste,I,1.1025,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Noroeste,P,1.2391,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,B,0.6501,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,I,1.0571,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,P,1.2572,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Noroeste,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Norte,B,0.6706,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Norte,I,1.1593,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Norte,P,1.3835,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Norte,B,0.6304,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Norte,I,1.1073,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Norte,P,1.3249,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Norte,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Oriente,B,0.5956,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Oriente,I,1.1668,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Oriente,P,1.3302,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Oriente,B,0.649,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Oriente,I,1.2505,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Oriente,P,1.4253,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Oriente,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Peninsular,B,0.8427,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Peninsular,I,1.5264,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Peninsular,P,1.7215,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,B,0.7526,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,I,1.3955,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,P,1.5378,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Peninsular,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Sureste,B,0.6618,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Sureste,I,1.2648,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Sureste,P,1.4377,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Sureste,B,0.6888,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Sureste,I,1.274,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Sureste,P,1.4961,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Sureste,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.7406,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.3257,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.5744,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.7567,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.4112,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.6165,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.7382,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,1.3153,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.5642,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.5135,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,1.0081,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.1551,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,SP,0,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.7471,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.3343,
noviembre 2020,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.587,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.7467,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.3281,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.586,
noviembre 2020,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,SP,0,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Baja California,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Baja California,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Bajio,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Bajio,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Centro Sur,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Jalisco,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Jalisco,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Noroeste,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Noroeste,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Norte,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Norte,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Oriente,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Oriente,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Peninsular,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Peninsular,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Sureste,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Sureste,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.1679,
noviembre 2020,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.1679,
noviembre 2020,DIST,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.1679,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Baja California,NA,87.99,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Baja California Sur,NA,87.99,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Bajio,NA,95.87,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Centro Occidente,NA,152.04,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Centro Oriente,NA,146.28,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Centro Sur,NA,216.31,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Golfo Centro,NA,121.67,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Golfo Norte,NA,56.56,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Jalisco,NA,156.8,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Noroeste,NA,88.77,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Norte,NA,71.4,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Oriente,NA,198.16,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Peninsular,NA,88.81,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Sureste,NA,138.29,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Centro,NA,59.47,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Norte,NA,84.26,
noviembre 2020,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Sur,NA,66.03,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Baja California,NA,289.9689,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Baja California,NA,317.6767,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Baja California Sur,NA,207.857,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Baja California Sur,NA,231.7927,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Bajio,NA,317.6767,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Bajio,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Centro Occidente,NA,317.5498,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Centro Occidente,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Centro Oriente,NA,314.7281,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Centro Oriente,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Centro Sur,NA,295.5512,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Centro Sur,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Golfo Centro,NA,317.6767,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Golfo Centro,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Golfo Norte,NA,325.4386,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Golfo Norte,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Jalisco,NA,317.6767,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Jalisco,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Noroeste,NA,317.6767,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Noroeste,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Norte,NA,325.4386,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Norte,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Oriente,NA,291.5934,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Oriente,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Peninsular,NA,317.6767,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Peninsular,NA,314.2258,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Sureste,NA,279.4297,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Sureste,NA,317.6767,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,325.4386,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,325.4386,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,325.4386,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,317.6767,
noviembre 2020,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,325.4386,
noviembre 2020,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,325.4386,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Baja California,NA,697.99,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Baja California,NA,2093.98,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Baja California Sur,NA,697.99,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Baja California Sur,NA,2093.98,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Bajio,NA,464.57,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Bajio,NA,1393.71,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Centro Occidente,NA,407.55,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Centro Occidente,NA,1222.64,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Centro Oriente,NA,456.42,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Centro Oriente,NA,1369.27,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Centro Sur,NA,505.35,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Centro Sur,NA,1516.05,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Golfo Centro,NA,476.94,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Golfo Centro,NA,1430.83,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,558.81,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,1676.42,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Jalisco,NA,518.46,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Jalisco,NA,1555.37,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Noroeste,NA,630.2,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Noroeste,NA,1890.61,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Norte,NA,986.87,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Norte,NA,2960.61,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Oriente,NA,498.59,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Oriente,NA,1495.76,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Peninsular,NA,527.81,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Peninsular,NA,1583.43,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Sureste,NA,770.84,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Sureste,NA,2312.51,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,608.73,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,1826.18,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,683.51,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,2050.54,
noviembre 2020,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,697,
noviembre 2020,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,2091.01,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Baja California,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Baja California,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Baja California Sur,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Baja California Sur,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Bajio,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Bajio,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Centro Occidente,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Centro Occidente,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Centro Oriente,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Centro Oriente,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Centro Sur,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Centro Sur,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Norte,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Norte,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Oriente,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Sureste,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0056,
noviembre 2020,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056,
noviembre 2020,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0056,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Baja California,NA,0.008,dic
diciembre 2020,DIST,CENACE,$/kWh,Energia,Baja California,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Baja California Sur,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Baja California Sur,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Bajio,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Bajio,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Centro Occidente,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Centro Occidente,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Centro Oriente,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Centro Oriente,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Centro Sur,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Centro Sur,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Golfo Centro,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Golfo Centro,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Golfo Norte,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Golfo Norte,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Jalisco,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Jalisco,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Noroeste,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Noroeste,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Norte,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Norte,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Oriente,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Oriente,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Peninsular,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Peninsular,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Sureste,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Sureste,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.008,
diciembre 2020,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.008,
diciembre 2020,DIST,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.008,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Baja California,B,0.338,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Baja California,I,0.6119,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Baja California,P,0.881,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California,B,0.3693,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California,I,0.6686,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California,P,0.9637,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California,SP,0.9047,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,B,1.5388,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,I,1.9963,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,P,2.8743,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,B,1.6778,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,I,2.1767,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,P,3.1375,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Baja California Sur,SP,0,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Bajio,B,0.6967,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Bajio,I,1.3595,
diciembre 2020,GDMTH,Generacion,$/kWh,Energia,Bajio,P,1.5708,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Bajio,B,0.7292,
diciembre 2020,DIST,Generacion,$/kWh,Energia,Bajio,I,1.2921,
