Mes,Tarifa,Segmento,Unidades,Concepto,Division,Int. Horario,Cargos Tarifarios,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Baja California,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Baja California,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Baja California,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Bajio,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Bajio,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Bajio,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Centro Sur,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Centro Sur,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Jalisco,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Jalisco,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Jalisco,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Noroeste,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Noroeste,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Noroeste,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Norte,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Norte,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Norte,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Oriente,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Oriente,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Oriente,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Peninsular,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Peninsular,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Peninsular,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Sureste,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Sureste,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Sureste,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0078,
enero 2019,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0078,
enero 2019,DIST,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0078,
enero 2019,DIT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0078,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California,B,0.3666,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California,I,0.6638,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California,P,0.9558,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California,B,0.4006,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California,I,0.7253,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California,P,1.0455,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California,SP,0.9814,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California,B,0.4631,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California,I,0.8385,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California,P,1.2047,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California,SP,1.1315,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,B,1.6694,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,I,2.1657,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,P,3.1182,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,B,1.8202,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,I,2.3613,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,P,3.4036,
enero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,B,2.1297,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,I,2.686,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,P,3.8593,
enero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Bajio,B,0.7558,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Bajio,I,1.4748,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Bajio,P,1.7041,
enero 2019,DIST,Generacion,$/kWh,Energia,Bajio,B,0.7911,
enero 2019,DIST,Generacion,$/kWh,Energia,Bajio,I,1.4017,
enero 2019,DIST,Generacion,$/kWh,Energia,Bajio,P,1.6944,
enero 2019,DIST,Generacion,$/kWh,Energia,Bajio,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Bajio,B,0.6793,
enero 2019,DIT,Generacion,$/kWh,Energia,Bajio,I,1.3278,
enero 2019,DIT,Generacion,$/kWh,Energia,Bajio,P,1.4768,
enero 2019,DIT,Generacion,$/kWh,Energia,Bajio,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,B,0.7538,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,I,1.4771,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,P,1.6851,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,B,0.7571,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,I,1.3471,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,P,1.6161,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,B,0.7126,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,I,1.3295,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,P,1.5017,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,B,0.7515,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,I,1.4779,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,P,1.69,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,B,0.7431,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,I,1.3827,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,P,1.5812,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,B,0.7561,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,I,1.3498,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,P,1.6109,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Sur,B,0.6773,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Sur,I,1.3267,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Sur,P,1.5242,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,B,0.7816,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,I,1.4,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,P,1.6643,
enero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,B,0.8131,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,I,1.4528,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,P,1.7183,
enero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,B,0.7079,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,I,1.3151,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,P,1.5511,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,B,0.7314,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,I,1.2784,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,P,1.4647,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,B,0.7738,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,I,1.4356,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,P,1.5727,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,B,0.7262,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,I,1.2217,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,P,1.3403,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,B,0.7047,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,I,1.2024,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,P,1.3195,
enero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,B,0.6319,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,I,1.1651,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,P,1.2278,
enero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Jalisco,B,0.7198,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Jalisco,I,1.4188,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Jalisco,P,1.6178,
enero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,B,0.7749,
enero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,I,1.3835,
enero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,P,1.6657,
enero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,B,0.6923,
enero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,I,1.3329,
enero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,P,1.525,
enero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Noroeste,B,0.681,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Noroeste,I,1.1944,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Noroeste,P,1.3425,
enero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,B,0.7044,
enero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,I,1.1453,
enero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,P,1.3621,
enero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,B,0.6091,
enero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,I,1.0708,
enero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,P,1.1906,
enero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Norte,B,0.7265,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Norte,I,1.2561,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Norte,P,1.499,
enero 2019,DIST,Generacion,$/kWh,Energia,Norte,B,0.6829,
enero 2019,DIST,Generacion,$/kWh,Energia,Norte,I,1.1996,
enero 2019,DIST,Generacion,$/kWh,Energia,Norte,P,1.4355,
enero 2019,DIST,Generacion,$/kWh,Energia,Norte,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Norte,B,0.6857,
enero 2019,DIT,Generacion,$/kWh,Energia,Norte,I,1.1949,
enero 2019,DIT,Generacion,$/kWh,Energia,Norte,P,1.3844,
enero 2019,DIT,Generacion,$/kWh,Energia,Norte,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Oriente,B,0.6453,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Oriente,I,1.2642,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Oriente,P,1.4411,
enero 2019,DIST,Generacion,$/kWh,Energia,Oriente,B,0.7031,
enero 2019,DIST,Generacion,$/kWh,Energia,Oriente,I,1.3549,
enero 2019,DIST,Generacion,$/kWh,Energia,Oriente,P,1.5442,
enero 2019,DIST,Generacion,$/kWh,Energia,Oriente,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Oriente,B,0.7769,
enero 2019,DIT,Generacion,$/kWh,Energia,Oriente,I,1.3644,
enero 2019,DIT,Generacion,$/kWh,Energia,Oriente,P,1.6198,
enero 2019,DIT,Generacion,$/kWh,Energia,Oriente,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Peninsular,B,0.913,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Peninsular,I,1.6538,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Peninsular,P,1.8651,
enero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,B,0.8154,
enero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,I,1.512,
enero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,P,1.6661,
enero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Peninsular,B,0.8022,
enero 2019,DIT,Generacion,$/kWh,Energia,Peninsular,I,1.4944,
enero 2019,DIT,Generacion,$/kWh,Energia,Peninsular,P,1.6097,
enero 2019,DIT,Generacion,$/kWh,Energia,Peninsular,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Sureste,B,0.7171,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Sureste,I,1.3703,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Sureste,P,1.5577,
enero 2019,DIST,Generacion,$/kWh,Energia,Sureste,B,0.7463,
enero 2019,DIST,Generacion,$/kWh,Energia,Sureste,I,1.3803,
enero 2019,DIST,Generacion,$/kWh,Energia,Sureste,P,1.6209,
enero 2019,DIST,Generacion,$/kWh,Energia,Sureste,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Sureste,B,0.6314,
enero 2019,DIT,Generacion,$/kWh,Energia,Sureste,I,1.212,
enero 2019,DIT,Generacion,$/kWh,Energia,Sureste,P,1.3498,
enero 2019,DIT,Generacion,$/kWh,Energia,Sureste,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.8024,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.4362,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.7058,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.8198,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.5289,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.7513,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.8198,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.5383,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.7197,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.7998,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,1.4251,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.6947,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.5563,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,1.0923,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.2515,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.4991,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,0.9778,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.0982,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,SP,0,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.8094,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.4456,
enero 2019,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.7194,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.809,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.4388,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.7183,
enero 2019,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,SP,0,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.8234,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.5348,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.7261,
enero 2019,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,SP,0,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Baja California,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Baja California,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Baja California,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Baja California Sur,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Baja California Sur,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Bajio,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Bajio,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Bajio,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Centro Occidente,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Centro Occidente,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Centro Oriente,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Centro Oriente,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Centro Sur,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Centro Sur,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Centro Sur,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Golfo Centro,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Golfo Centro,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Jalisco,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Jalisco,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Jalisco,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Noroeste,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Noroeste,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Noroeste,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Norte,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Norte,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Norte,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Oriente,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Oriente,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Oriente,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Peninsular,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Peninsular,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Peninsular,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Sureste,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Sureste,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Sureste,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.073,
enero 2019,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.1663,
enero 2019,DIST,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.1663,
enero 2019,DIT,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.073,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Baja California,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Baja California Sur,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Bajio,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Centro Occidente,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Centro Oriente,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Centro Sur,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Golfo Centro,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Golfo Norte,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Jalisco,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Noroeste,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Norte,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Oriente,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Peninsular,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Sureste,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Valle de Mexico Centro,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Valle de Mexico Norte,NA,0,
enero 2019,GDMTH,Perdidas,$/kWh,Energia,Valle de Mexico Sur,NA,0,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Baja California,NA,86.82,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Baja California Sur,NA,86.82,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Bajio,NA,94.59,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Centro Occidente,NA,150,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Centro Oriente,NA,144.32,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Centro Sur,NA,213.42,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Golfo Centro,NA,120.04,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Golfo Norte,NA,55.81,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Jalisco,NA,154.7,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Noroeste,NA,87.59,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Norte,NA,70.5,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Oriente,NA,195.51,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Peninsular,NA,87.62,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Sureste,NA,136.64,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Centro,NA,59.19,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Norte,NA,84.48,
enero 2019,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Sur,NA,65.97,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Baja California,NA,314.1604,
enero 2019,DIST,Capacidad,$/kW,Potencia,Baja California,NA,344.1799,
enero 2019,DIT,Capacidad,$/kW,Potencia,Baja California,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Baja California Sur,NA,225.1981,
enero 2019,DIST,Capacidad,$/kW,Potencia,Baja California Sur,NA,251.1307,
enero 2019,DIT,Capacidad,$/kW,Potencia,Baja California Sur,NA,291.6999,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Bajio,NA,344.1799,
enero 2019,DIST,Capacidad,$/kW,Potencia,Bajio,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Bajio,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Centro Occidente,NA,344.0424,
enero 2019,DIST,Capacidad,$/kW,Potencia,Centro Occidente,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Centro Occidente,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Centro Oriente,NA,340.9852,
enero 2019,DIST,Capacidad,$/kW,Potencia,Centro Oriente,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Centro Oriente,NA,352.5893,
